origin_country,region,museum,n_objects,is_unknown_origin
(Probably American),Unknown,NGA,74,False
(Southern?) France,Unknown,CMA,1,False
18Th Century,Unknown,CMA,1,False
19Th Century,Unknown,CMA,14,False
19Th Century (Forgery),Unknown,CMA,1,False
Adriatic,Unknown,MET,1,False
Aegean,Unknown,CMA,1,False
Afghanistan,Unknown,CMA,48,False
Afghanistan,Unknown,MET,127,False
Afghanistan Or Central Asia,Unknown,MET,1,False
Afghanistan Or Iran,Unknown,CMA,2,False
Afghanistan Or Iran,Unknown,MET,1,False
Afghanistan Or Italy,Unknown,MET,1,False
Afghanistan Or Northeastern Iran,Unknown,MET,2,False
Afghanistan Or Pakistan,Unknown,CMA,3,False
Afghanistan Or Turkmenistan,Unknown,MET,2,False
Africa,Unknown,CMA,484,False
Africa,Unknown,MET,1,False
Africa; West Africa; Mali,Unknown,CMA,1,False
Africa?,Unknown,CMA,1,False
After The Tairona Style,Unknown,CMA,1,False
Akimel O'Odham (Pima),Unknown,CMA,1,False
Alamania,Unknown,MET,8,False
Albania,Unknown,CMA,3,False
Albania,Unknown,MET,3,False
Albanian,Unknown,NGA,3,False
Alemannic,Unknown,CMA,7,False
Algeria,Unknown,CMA,7,False
Algeria,Unknown,MET,80,False
Algeria Or Morocco,Unknown,MET,5,False
Algeria Or Tunisia,Unknown,MET,1,False
"Algeria, Tunesia, Or Morocco",Unknown,MET,1,False
"Algeria, Tunisia, Or Morocco",Unknown,MET,1,False
Algeria?,Unknown,MET,1,False
Amazonia,Unknown,CMA,2,False
Ameirca,Unknown,CMA,2,False
America ?,Unknown,CMA,1,False
America And Canada,Unknown,CMA,1,False
America And England,Unknown,CMA,97,False
America Or Canada,Unknown,CMA,2,False
America Or England,Unknown,CMA,3,False
Americca,Unknown,CMA,1,False
Anatolia,Unknown,CMA,24,False
Anatolia Or Northern Mesopotamia,Unknown,CMA,2,False
Andes,Unknown,CMA,11,False
Anglo-Norman,Unknown,CMA,1,False
Anglo-Norman?,Unknown,CMA,1,False
Anglo-Saxon,Unknown,CMA,2,False
Angola,Unknown,MET,37,False
Angola Or Democratic Republic Of The Congo,Unknown,MET,6,False
Antonine-Era Roman Empire (Egypt),Unknown,CMA,1,False
Aotearoa (New Zealand),Unknown,MET,2,False
Arabia,Unknown,MET,14,False
Arabia Or North Africa,Unknown,MET,1,False
Arabian Peninsula,Unknown,MET,1,False
Arctic,Unknown,CMA,7,False
Arctic. Aleut (Attu),Unknown,CMA,2,False
Argentina,Unknown,CMA,67,False
Argentina,Unknown,MET,15,False
"Argentina, Peru, Or Bolivia",Unknown,MET,2,False
Argentine,Unknown,CMA,1,False
Argentinean,Unknown,NGA,55,False
Armenia,Unknown,MET,16,False
Armenia And Greece,Unknown,CMA,2,False
Armenia Or Greece,Unknown,CMA,1,False
Armenia Or Turkey,Unknown,MET,4,False
Armenian,Unknown,NGA,1,False
Asia,Unknown,CMA,3,False
Assyrian,Unknown,CMA,1,False
Austia,Unknown,MET,1,False
Australia,Unknown,CMA,4,False
Australia,Unknown,MET,87,False
Australia Or Papua New Guinea,Unknown,MET,1,False
Australian,Unknown,NGA,43,False
Austria,Unknown,CMA,365,False
Austria,Unknown,MET,122,False
Austria (? ) Or Bohemia (?),Unknown,CMA,3,False
Austria (?),Unknown,CMA,1,False
Austria (?) Or Germany,Unknown,CMA,1,False
Austria (Mounts),Unknown,MET,1,False
"Austria (Now Italy, Trentino-Alto Adige)",Unknown,MET,1,False
Austria (Possibly),Unknown,MET,1,False
Austria (Vienna),Unknown,CMA,1,False
Austria / Germany,Unknown,MET,1,False
Austria ?,Unknown,CMA,1,False
Austria ?,Unknown,MET,1,False
Austria Or Bulgaria,Unknown,CMA,1,False
Austria Or Germany,Unknown,MET,2,False
Austria Or South Germany,Unknown,CMA,1,False
Austria/Hungary,Unknown,CMA,1,False
Austria?,Unknown,MET,7,False
Austrian,Unknown,MET,1,False
Austrian,Unknown,NGA,759,False
Ayyubid Syria,Unknown,CMA,1,False
Azerbaijan,Unknown,CMA,2,False
Azerbaijan,Unknown,MET,25,False
"Azerbaijan, Armenia Or Georgia",Unknown,MET,3,False
Azerbaijan?,Unknown,MET,1,False
Bahamian,Unknown,NGA,1,False
Balkan,Unknown,CMA,1,False
Balkans,Unknown,CMA,15,False
Balkans ?,Unknown,CMA,2,False
Balkans Or Turkey,Unknown,MET,3,False
Balkans(?),Unknown,CMA,6,False
Bamum Style,Unknown,CMA,1,False
Bangladesh,Unknown,MET,9,False
Bavarian,Unknown,NGA,2,False
Belgian,Unknown,NGA,220,False
Belgium,Unknown,CMA,426,False
Belgium,Unknown,MET,39,False
Belgium,Unknown,NGA,1486,False
Belgium ?,Unknown,MET,1,False
Belgium Or France,Unknown,MET,1,False
Belgium/France,Unknown,CMA,1,False
Belgium?,Unknown,MET,5,False
Benin,Unknown,MET,5,False
Benin Or Gabon,Unknown,MET,1,False
Bermuda,Unknown,MET,2,False
Bhutan,Unknown,MET,2,False
Black Sea,Unknown,MET,3,False
Blade: Spain,Unknown,CMA,1,False
Bohemia,Unknown,CMA,81,False
Bohemia,Unknown,MET,4,False
Bohemia (?),Unknown,CMA,3,False
Bohemia (Hungary),Unknown,MET,1,False
Bohemia Or Silesia,Unknown,CMA,1,False
Bohemian,Unknown,NGA,289,False
Bolivia,Latin America & Caribbean,CMA,5,False
Bolivia,Latin America & Caribbean,MET,165,False
Bolivia (?),Unknown,MET,10,False
Bolivia Or Peru,Unknown,MET,11,False
"Bolivia, Chile, Or Peru",Unknown,MET,1,False
"Bolivia, Peru, Or Chile",Unknown,MET,31,False
Bolognese,Unknown,NGA,1,False
Borneo,Unknown,CMA,1,False
Borneo,Unknown,MET,29,False
Borneo Or China?,Unknown,MET,1,False
Bosnia,Unknown,MET,2,False
Bosnia (Former Yugoslavia),Unknown,MET,1,False
Bosnia - Herzegovina (Former Yugoslavia),Unknown,MET,1,False
Bosnia And Herzegovina (Former Yugoslavia),Unknown,MET,1,False
Bosnian,Unknown,NGA,1,False
Box: Switzerland; Miniature: France,Unknown,CMA,1,False
Brazil,Unknown,CMA,46,False
Brazil,Unknown,MET,42,False
Brazil,Unknown,NGA,33,False
Brazil (?),Unknown,MET,2,False
Brazil?,Unknown,MET,3,False
British India,Unknown,CMA,4,False
British Isles,Unknown,MET,1,False
Bruges?,Unknown,CMA,1,False
Brussels,Unknown,MET,1,False
Bulgaria,Unknown,CMA,10,False
Bulgaria,Unknown,MET,7,False
Bulgaria (Possibly),Unknown,MET,1,False
Bulgaria Or Romania,Unknown,MET,1,False
Bulgaria Or Switzerland,Unknown,MET,1,False
Bulgaria?,Unknown,MET,1,False
Bulgarian,Unknown,NGA,10,False
Burkina Faso,Unknown,CMA,1,False
Burkina Faso,Unknown,MET,92,False
Burkina Faso (?),Unknown,MET,1,False
Burkina Faso (Formerly Upper Volta),Unknown,MET,12,False
Burkina Faso Or Côte D'Ivoire,Unknown,MET,1,False
Burkina Faso Or Côte D'Ivoire Or Mali,Unknown,MET,2,False
Burkina Faso Or Ghana,Unknown,MET,1,False
Burma,Unknown,CMA,18,False
Burma,Unknown,MET,2,False
Burma (?),Unknown,CMA,5,False
Burma (Myanmar),Unknown,CMA,2,False
Burma?,Unknown,MET,1,False
Burudjird(?),Unknown,CMA,1,False
Byzantine,Unknown,CMA,6,False
Byzantine,Unknown,NGA,2,False
Byzantine (Dalmatian?),Unknown,CMA,1,False
Byzantine Egypt,Unknown,MET,1673,False
Byzantine Empire,Unknown,CMA,1,False
Byzantine Empire (Egypt),Unknown,CMA,4,False
Byzantinium,Unknown,CMA,2,False
Byzantium,Unknown,CMA,1023,False
Byzantium (Pendant); Germany,Unknown,CMA,1,False
Byzantium (Style Of),Unknown,CMA,3,False
Byzantium Or Spain,Unknown,MET,1,False
Byzantium. Russia,Unknown,CMA,1,False
Byzantium; Palestine,Unknown,CMA,1,False
California,Unknown,CMA,57,False
California (?),Unknown,CMA,1,False
California; Pomo (Eastern); Lake County,Unknown,CMA,1,False
Cambodia,Unknown,CMA,75,False
Cambodia,Unknown,MET,5,False
Cambodia Or Vietnam,Unknown,CMA,1,False
Cameroon,Unknown,CMA,1,False
Cameroon,Unknown,MET,233,False
Cameroon Or Nigeria,Unknown,MET,3,False
Cameroon?,Unknown,MET,1,False
Canaan,Unknown,MET,6,False
Canada,North America,CMA,86,False
Canada,North America,MET,397,False
Canada,North America,NGA,153,False
Canada Or United States,Unknown,MET,3,False
Canada: N.A.,Unknown,MET,7,False
Caribbean,Unknown,CMA,2,False
Carpathian Basin Region,Unknown,MET,4,False
Carved Coconut,Unknown,CMA,1,False
Caucasus,Unknown,CMA,3,False
Caucasus,Unknown,MET,1,False
Caucasus Or Northern Iran,Unknown,CMA,1,False
Causasus,Unknown,CMA,1,False
Central Africa,Unknown,CMA,32,False
Central African Republic,Unknown,MET,5,False
Central Andes,Unknown,CMA,32,False
Central Andes (Peru),Unknown,CMA,6,False
Central Asia,Unknown,CMA,14,False
Central Asia,Unknown,MET,4,False
Central Asia (Sogdiana) Or Tibet,Unknown,CMA,4,False
Central Asia Or Daidu,Unknown,CMA,1,False
Central Asia Or Iran,Unknown,MET,22,False
Central Asia Or Northern China,Unknown,CMA,1,False
Central China,Unknown,CMA,1,False
Central Europe,Unknown,CMA,4,False
Central Europe,Unknown,MET,4,False
Central France,Unknown,CMA,29,False
Central India,Unknown,CMA,31,False
Central India,Unknown,MET,2,False
Central India Or Rajasthan,Unknown,MET,5,False
Central India Or Sri Lanka,Unknown,MET,1,False
Central Italy,Unknown,CMA,1,False
Central Italy,Unknown,MET,9,False
Central Java,Unknown,CMA,2,False
Central Mexico,Unknown,CMA,30,False
Central Mexico,Unknown,MET,1,False
Central Mexico (Las Bocas,Unknown,CMA,1,False
Central Or Northern Iran,Unknown,MET,1,False
Central Or Southern India Or Sri Lanka,Unknown,MET,2,False
Central Or Southern Italian,Unknown,MET,1,False
Central Panama,Unknown,CMA,5,False
Central Thailand,Unknown,CMA,2,False
Central Tibet,Unknown,CMA,10,False
Central Turkey,Unknown,MET,1,False
Central Vietnam (Champa),Unknown,CMA,1,False
Ceylon,Unknown,CMA,19,False
Chad,Unknown,MET,2,False
Chad?,Unknown,MET,1,False
Chile,Unknown,CMA,3,False
Chile,Unknown,MET,25,False
Chilean,Unknown,NGA,26,False
China,Asia,CMA,2951,False
China,Asia,MET,939,False
China,Asia,NGA,259,False
China ?,Unknown,CMA,4,False
China And Tibet,Unknown,CMA,5,False
China Or Japan,Unknown,CMA,34,False
China Or Japan,Unknown,MET,1,False
China Or Korea,Unknown,CMA,2,False
China Or Korea,Unknown,MET,1,False
China Or Mongolia,Unknown,MET,1,False
China Or Present-Day Uzbekistan,Unknown,MET,3,False
China?,Unknown,MET,5,False
Chinese,Unknown,NGA,2,False
Chinese Export Porcelain,Unknown,CMA,19,False
Chitimacha/Choctaw,Unknown,NGA,1,False
Classical,Unknown,CMA,4,False
Clevevland School,Unknown,CMA,2,False
Coastal Ecuador,Unknown,MET,1,False
Coffret: France,Unknown,CMA,1,False
Colombia,Unknown,CMA,123,False
Colombia,Unknown,MET,334,False
Colombia (?),Unknown,MET,5,False
Colombia Or Costa Rica,Unknown,MET,1,False
Colombia Or Ecuador,Unknown,MET,24,False
Colombia Or Panama,Unknown,CMA,1,False
Colombia Or Panama,Unknown,MET,3,False
Colombia Or Venezuela,Unknown,MET,1,False
Colombia?,Unknown,MET,1,False
Colombian,Unknown,NGA,5,False
Congo,Unknown,MET,9,False
Congo (Chimpanzee,Unknown,CMA,1,False
Congo?,Unknown,MET,1,False
Constantinople,Unknown,MET,1,False
Continental,Unknown,CMA,10,False
Cook Islands,Unknown,MET,5,False
Costa Rica,Unknown,CMA,27,False
Costa Rica,Unknown,MET,201,False
Costa Rica (?),Unknown,MET,4,False
Costa Rica Or Nicaragua,Unknown,MET,1,False
Costa Rica Or Panama,Unknown,CMA,1,False
Costa Rica Or Panama,Unknown,MET,41,False
Costa Rica?,Unknown,MET,2,False
Cote D'Ivoire,Unknown,MET,2,False
Crete,Unknown,CMA,2,False
Crete ?,Unknown,MET,1,False
Croatia,Unknown,MET,4,False
Croatia (Former Yugoslavia),Unknown,MET,18,False
Croatian,Unknown,NGA,25,False
"Cross: Latin Kingdom Of Jerusalem
Panel: Rhine-Meuse Region",Unknown,CMA,1,False
Cuba,Unknown,CMA,13,False
Cuba,Unknown,MET,10,False
Cuban,Unknown,NGA,40,False
Cyprus,Unknown,CMA,28,False
Cyprus,Unknown,MET,4,False
Cyprus ?,Unknown,CMA,1,False
Czech,Unknown,CMA,32,False
Czech,Unknown,NGA,675,False
Czech Republic,Unknown,CMA,3,False
Czech Republic,Unknown,MET,79,False
Czech Republic (Bohemia),Unknown,MET,1,False
Czech Republic Or Slovakia,Unknown,MET,25,False
Czechoslovakia,Unknown,CMA,103,False
Czechoslovakia Or Germany?,Unknown,MET,1,False
Côte D'Ivoire,Unknown,MET,299,False
Côte D'Ivoire Or Burkina Faso,Unknown,MET,6,False
Côte D'Ivoire Or Ghana,Unknown,MET,6,False
Côte D'Ivoire Or Ghana (?),Unknown,MET,1,False
Côte D'Ivoire Or Liberia,Unknown,MET,15,False
Côte D'Ivoire Or Mali,Unknown,MET,2,False
Dagestan,Unknown,CMA,6,False
Dalmatia,Unknown,CMA,4,False
Dalmatian,Unknown,NGA,9,False
Danish,Unknown,NGA,114,False
Dem. Rep. Congo,Unknown,MET,1,False
Democratic Republic Of Congo,Unknown,MET,7,False
Democratic Republic Of Congo Or Cabinda (Angola),Unknown,CMA,1,False
Democratic Republic Of The Congo Or Angola,Unknown,MET,1,False
Democratic Republic Of The Congo Or Angola?,Unknown,MET,1,False
"Democratic Republic Of The Congo, Republic Of The Congo, Or Cabinda, Angola",Unknown,MET,1,False
Democratic Republic Of The Congo?,Unknown,MET,3,False
Democratic Republic Of Timor-Leste,Unknown,MET,4,False
Democratic Republic of the Congo,Sub-Saharan Africa,CMA,2,False
Democratic Republic of the Congo,Sub-Saharan Africa,MET,503,False
Denmark,Unknown,CMA,62,False
Denmark,Unknown,MET,3,False
Dominican Republic,Unknown,MET,42,False
Dominican Republic (?),Unknown,MET,3,False
Drc Or Republic Of The Congo,Unknown,MET,1,False
Early 20Th Century,Unknown,CMA,2,False
Early Byzantium,Unknown,CMA,6,False
Early Christian,Unknown,CMA,1,False
Early Islamic,Unknown,CMA,2,False
East Africa,Unknown,CMA,1,False
East China,Unknown,CMA,1,False
East Greek,Unknown,CMA,2,False
East India,Unknown,CMA,9,False
East-Central Europe,Unknown,MET,1,False
Ecuador,Unknown,CMA,2,False
Ecuador,Unknown,MET,163,False
Ecuador (?),Unknown,MET,2,False
Ecuador Or Colombia,Unknown,MET,2,False
Ecuador Or Peru,Unknown,MET,2,False
"Ecuador, Peru, Bolivia, Argentina, Or Chile",Unknown,MET,4,False
"Ecuador, Peru, Bolivia, Chile, Or Argentina",Unknown,MET,8,False
Egypt,Middle East & North Africa,CMA,1315,False
Egypt,Middle East & North Africa,MET,31344,False
Egypt,Middle East & North Africa,NGA,1,False
Egypt (British Repro),Unknown,MET,2,False
Egypt (Or Italy Or Turkey),Unknown,MET,1,False
Egypt ?,Unknown,CMA,7,False
Egypt And Spain; Egypt,Unknown,CMA,1,False
Egypt And Sudan,Unknown,MET,56,False
Egypt Or Iran,Unknown,CMA,1,False
Egypt Or Iran,Unknown,MET,1,False
Egypt Or Iraq,Unknown,MET,24,False
Egypt Or Italy,Unknown,MET,6,False
Egypt Or Levant,Unknown,MET,1,False
Egypt Or Palestine,Unknown,MET,2,False
Egypt Or Syria,Unknown,CMA,19,False
Egypt Or Syria,Unknown,MET,190,False
Egypt Or Syria (?),Unknown,MET,1,False
Egypt Or Syria(?),Unknown,CMA,3,False
Egypt Or Turkey,Unknown,MET,4,False
Egypt Possibly,Unknown,MET,42,False
Egypt Possibly (Modern),Unknown,MET,5,False
Egypt(?),Unknown,CMA,1,False
"Egypt, Bulgaria Or Turkey?",Unknown,MET,1,False
"Egypt, Iran Or Syria",Unknown,MET,1,False
"Egypt, Iraq Or Syria",Unknown,MET,1,False
Egypt?,Unknown,CMA,6,False
Egypt?,Unknown,MET,5,False
Egyptian,Unknown,NGA,1,False
El Salvador,Unknown,MET,2,False
El Salvador Or Guatemala,Unknown,MET,1,False
Empire Of Ethiopia,Unknown,CMA,1,False
Engalnd,Unknown,CMA,2,False
England (?),Unknown,CMA,10,False
England (Anglo-Dutch),Unknown,CMA,1,False
England (Derby),Unknown,CMA,1,False
England (Possibly),Unknown,MET,1,False
England (Probably),Unknown,CMA,1,False
England (Romano-British),Unknown,CMA,1,False
England ?,Unknown,CMA,2,False
England Or America,Unknown,CMA,9,False
England Or France,Unknown,CMA,3,False
England Or Germany,Unknown,CMA,3,False
England Or Germany,Unknown,MET,1,False
England Or Ireland,Unknown,CMA,1,False
"England Or Meaux, France",Unknown,MET,1,False
England Or Scandinavia,Unknown,MET,1,False
England(?),Unknown,CMA,6,False
"England, By French Woodworkers",Unknown,MET,5,False
England?,Unknown,MET,1,False
English,Unknown,NGA,87,False
Equatorial Africa,Unknown,CMA,6,False
Ethiopia,Unknown,MET,49,False
Ethiopia Or Sudan,Unknown,MET,1,False
Ethiopian,Unknown,NGA,2,False
Etruscan,Unknown,CMA,45,False
Etruscan,Unknown,NGA,1,False
Etruscan (Etrusco-Corinthian),Unknown,CMA,2,False
Etruscan Or Faliscan,Unknown,CMA,1,False
Europe,Unknown,CMA,49,False
Europe,Unknown,MET,3,False
Europe (Eastern?),Unknown,CMA,1,False
Europe (England,Unknown,CMA,2,False
European,Unknown,CMA,9,False
European,Unknown,MET,1,False
European,Unknown,NGA,21,False
European (German Or Swiss?),Unknown,CMA,1,False
European (Unassigned),Unknown,CMA,1,False
Fatimid Egypt,Unknown,CMA,1,False
Federated States Of Micronesia,Unknown,MET,4,False
Fiji,Unknown,MET,49,False
Finland,Unknown,CMA,18,False
Finland,Unknown,MET,8,False
Finnish,Unknown,NGA,8,False
Flanders,Unknown,CMA,890,False
Flanders,Unknown,MET,3,False
Flanders Or Italy,Unknown,CMA,2,False
Flemish,Unknown,MET,2,False
Flemish,Unknown,NGA,572,False
Flemish (?),Unknown,NGA,1,False
Florentine,Unknown,NGA,1,False
Former Yugoslavia,Unknown,MET,3,False
Former Yugoslavia(?),Unknown,MET,1,False
France,Europe,CMA,10617,False
France,Europe,MET,2101,False
France,Europe,NGA,24333,False
France (?),Unknown,CMA,3,False
France (?),Unknown,MET,9,False
France (Angers,Unknown,CMA,2,False
France (Blade: Germany?),Unknown,CMA,2,False
France (Cartoon),Unknown,MET,3,False
"France (Lid)/European (Lower Elements, Hardware)",Unknown,MET,1,False
France (Pas-De-Calais),Unknown,CMA,3,False
France (Probably),Unknown,MET,1,False
France ?,Unknown,CMA,2,False
France ? Or Switzerland ?,Unknown,CMA,3,False
France And Italy,Unknown,CMA,1,False
France And South Netherlands,Unknown,CMA,1,False
France Or Belgium,Unknown,CMA,1,False
France Or Belgium,Unknown,MET,2,False
France Or Cambodia,Unknown,CMA,1,False
France Or England,Unknown,CMA,1,False
France Or England,Unknown,MET,3,False
France Or Flanders,Unknown,CMA,9,False
France Or Germany,Unknown,MET,7,False
France Or India,Unknown,MET,1,False
France Or Italy,Unknown,CMA,15,False
France Or Italy,Unknown,MET,2,False
France Or Italy ?,Unknown,CMA,1,False
France Or Netherlands,Unknown,MET,7,False
France Or North Spain,Unknown,MET,2,False
France Or Southern Netherlands,Unknown,MET,1,False
France Or Spain,Unknown,CMA,6,False
France Or Spain,Unknown,MET,7,False
France Or Switzerland,Unknown,CMA,5,False
France Or Switzerland ?,Unknown,CMA,1,False
France Or Western Europe,Unknown,MET,1,False
France Or Western Germany,Unknown,MET,2,False
France(?),Unknown,CMA,19,False
France:N.,Unknown,MET,1,False
France?,Unknown,CMA,2,False
France?,Unknown,MET,37,False
France?/Usa?,Unknown,MET,1,False
Franco-Flemish,Unknown,CMA,4,False
Franco-Flemish,Unknown,NGA,4,False
Franco-Netherlandish,Unknown,CMA,1,False
Franco-Netherlands Or Paris,Unknown,CMA,1,False
Frankish,Unknown,CMA,20,False
Frankish(?),Unknown,CMA,1,False
French (?),Unknown,NGA,18,False
French Guiana,Unknown,MET,2,False
French Polynesia,Unknown,MET,8,False
Friesland,Unknown,MET,1,False
Gabon,Unknown,MET,72,False
Gabon Or Equatorial Guinea,Unknown,MET,1,False
Gabon Or Republic Of Congo,Unknown,MET,9,False
Gabon Or Republic Of The Congo,Unknown,MET,2,False
Gabon?,Unknown,MET,1,False
Gallo-Roman Or Romano-British,Unknown,CMA,13,False
Gaul,Unknown,MET,11,False
Gaul (France),Unknown,MET,1,False
Gemany,Unknown,MET,3,False
Georgia,Unknown,MET,3,False
"Georgia, Republic Of  [Azerbaijan, Armenia]",Unknown,MET,1,False
German (?),Unknown,NGA,2,False
